alpha	num_top_types	num_top_locations	train_rr	val_rr
10	5	3	0.27850819912219726	0.26821072384163547
10	5	4	0.24513968587211676	0.22893811498936933
10	5	5	0.20296552087701547	0.19099458553477544
100	1	1	0.3169570205520408	0.2842762457860707
100	1	2	0.12619240021716938	0.11219935458980368
100	1	3	0.20906259424171225	0.18104223643159356
100	1	4	0.24704718474058407	0.23033799253019527
100	1	5	0.19378433038998033	0.17056813589234054
100	2	1	0.30421986803086476	0.28714266113763476
100	2	2	0.2652865325558902	0.2527561458613937
100	2	3	0.27112902861693555	0.24590368603488555
100	2	4	0.2929777434740324	0.2660966540595545
100	2	5	0.25400414200718413	0.2354094321734148
100	3	1	0.17363998449829499	0.1481814619826355
100	3	2	0.25295121964174705	0.23455460909162407
100	3	3	0.17878670475015623	0.16387884024651878
100	3	4	0.13406988523681862	0.11363182835070496
100	3	5	0.14133502765188555	0.12797750103766325
100	4	1	0.16579106382691144	0.1566747397806113
100	4	2	0.242318102387307	0.22638777328127313
100	4	3	0.31278714585924383	0.3164494479087884
100	4	4	0.06885456995052086	0.06569959423950245
100	4	5	0.24702645281002755	0.23887128836968807
100	5	1	0.23394805605231783	0.2134483243649813
100	5	2	0.12978528457108218	0.12266761464691811
100	5	3	0.2032905301981457	0.18888768078581175
100	5	4	0.19282818537422408	0.17810579734961463
100	5	5	0.10969103430228144	0.09516357844011436
1000	1	1	0.23213170473237132	0.2104211450273168
1000	1	2	0.1926381271059131	0.17240830122784612
1000	1	3	0.19895312687750555	0.18060937761426255
1000	1	4	0.1649373784642707	0.14701143660604687
1000	1	5	0.2380952769683915	0.21552272886025792
1000	2	1	0.3381442496593041	0.3084768718091945
1000	2	2	0.2561641108775847	0.2316584173754792
1000	2	3	0.19991934657988086	0.17827999219004087
1000	2	4	0.2236389816056803	0.21068649807070816
1000	2	5	0.17455499434007282	0.16340303014655277
1000	3	1	0.21905266488933273	0.19885786443607079
1000	3	2	0.17102451800023377	0.15277531383832388
1000	3	3	0.17995798229926574	0.15471042951031222
1000	3	4	0.15246867120669272	0.1374190033468019
1000	3	5	0.20332056647313357	0.19235995122126526
1000	4	1	0.30144751028518935	0.2868666933543652
1000	4	2	0.15276875747243346	0.1335121337177817
1000	4	3	0.21575168183454474	0.197738165940047
1000	4	4	0.16319772513175423	0.1520641629818681
1000	4	5	0.12516463075920115	0.10900894657984528
1000	5	1	0.22585963689647892	0.20275418793004407
1000	5	2	0.2442742254125485	0.22618087841257817
1000	5	3	0.2066567710024083	0.1941013259755009
1000	5	4	0.17692688571597937	0.16331674387924067
1000	5	5	0.19658891632001763	0.18287830227520063
